Id,Id2,Geography,Estimate; HISPANIC OR LATINO AND RACE - Total population,Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
310M200US13620,13620,"Berlin, NH-VT Micro Area",38077,*****,38077,(X),554,*****,1.5,*****,37523,*****,98.5,*****,36053,334,94.7,0.9,580,316,1.5,0.8,231,85,0.6,0.2,161,62,0.4,0.2,0,24,0,0.1,21,26,0.1,0.1,477,141,1.3,0.4
310M200US13660,13660,"Big Rapids, MI Micro Area",43301,*****,43301,(X),878,*****,2,*****,42423,*****,98,*****,39691,17,91.7,0.1,1178,119,2.7,0.3,195,55,0.5,0.1,353,111,0.8,0.3,46,38,0.1,0.1,6,7,0,0.1,954,169,2.2,0.4
310M200US13700,13700,"Big Spring, TX Micro Area",37285,114,37285,(X),14796,128,39.7,0.3,22489,139,60.3,0.3,19382,144,52,0.3,1883,193,5.1,0.5,238,49,0.6,0.1,337,48,0.9,0.1,139,160,0.4,0.4,11,21,0,0.1,499,175,1.3,0.5
310M200US13720,13720,"Big Stone Gap, VA Micro Area",60000,*****,60000,(X),705,108,1.2,0.2,59295,108,98.8,0.2,55912,302,93.2,0.5,2404,213,4,0.4,31,31,0.1,0.1,435,257,0.7,0.4,0,28,0,0.1,13,15,0,0.1,500,200,0.8,0.3
310M200US13740,13740,"Billings, MT Metro Area",164716,110,164716,(X),8201,15,5,0.1,156515,109,95,0.1,144756,114,87.9,0.1,900,221,0.5,0.1,6459,368,3.9,0.2,1071,182,0.7,0.1,93,36,0.1,0.1,50,48,0,0.1,3186,474,1.9,0.3
310M200US13780,13780,"Binghamton, NY Metro Area",248292,*****,248292,(X),8256,*****,3.3,*****,240036,*****,96.7,*****,216148,109,87.1,0.1,9916,384,4,0.2,404,111,0.2,0.1,8325,280,3.4,0.1,55,49,0,0.1,343,145,0.1,0.1,4845,501,2,0.2
310M200US13820,13820,"Birmingham-Hoover, AL Metro Area",1138476,*****,1138476,(X),49131,*****,4.3,*****,1089345,*****,95.7,*****,732445,291,64.3,0.1,323690,932,28.4,0.1,2747,399,0.2,0.1,15574,496,1.4,0.1,218,69,0,0.1,1705,593,0.1,0.1,12966,1103,1.1,0.1
310M200US13900,13900,"Bismarck, ND Metro Area",123407,86,123407,(X),2416,6,2,0.1,120991,86,98,0.1,109114,88,88.4,0.1,950,145,0.8,0.1,7909,372,6.4,0.3,623,138,0.5,0.1,19,22,0,0.1,46,36,0,0.1,2330,386,1.9,0.3
310M200US13940,13940,"Blackfoot, ID Micro Area",45407,*****,45407,(X),8034,*****,17.7,*****,37373,*****,82.3,*****,33834,46,74.5,0.1,133,32,0.3,0.1,2256,204,5,0.4,321,68,0.7,0.1,17,21,0,0.1,39,44,0.1,0.1,773,224,1.7,0.5
310M200US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",180482,*****,180482,(X),4470,130,2.5,0.1,176012,130,97.5,0.1,157862,389,87.5,0.2,8203,371,4.5,0.2,376,167,0.2,0.1,6400,294,3.5,0.2,62,67,0,0.1,645,389,0.4,0.2,2464,380,1.4,0.2
310M200US14010,14010,"Bloomington, IL Metro Area",189502,*****,189502,(X),8471,*****,4.5,*****,181031,*****,95.5,*****,154796,226,81.7,0.1,13515,388,7.1,0.2,212,89,0.1,0.1,8135,316,4.3,0.2,46,39,0,0.1,635,280,0.3,0.1,3692,438,1.9,0.2
310M200US14020,14020,"Bloomington, IN Metro Area",163596,*****,163596,(X),4769,114,2.9,0.1,158827,114,97.1,0.1,141211,111,86.3,0.1,4199,352,2.6,0.2,345,132,0.2,0.1,8715,297,5.3,0.2,53,43,0,0.1,141,109,0.1,0.1,4163,456,2.5,0.3
310M200US14100,14100,"Bloomsburg-Berwick, PA Metro Area",85420,*****,85420,(X),2088,*****,2.4,*****,83332,*****,97.6,*****,79786,35,93.4,0.1,1512,172,1.8,0.2,102,66,0.1,0.1,1331,40,1.6,0.1,12,19,0,0.1,12,13,0,0.1,577,176,0.7,0.2
310M200US14140,14140,"Bluefield, WV-VA Micro Area",105761,*****,105761,(X),953,*****,0.9,*****,104808,*****,99.1,*****,97243,99,91.9,0.1,4904,333,4.6,0.3,201,73,0.2,0.1,578,136,0.5,0.1,0,27,0,0.1,60,92,0.1,0.1,1822,348,1.7,0.3
310M200US14180,14180,"Blytheville, AR Micro Area",44864,*****,44864,(X),1720,*****,3.8,*****,43144,*****,96.2,*****,26759,25,59.6,0.1,15487,218,34.5,0.5,49,37,0.1,0.1,133,82,0.3,0.2,9,15,0,0.1,16,25,0,0.1,691,242,1.5,0.5
310M200US14220,14220,"Bogalusa, LA Micro Area",46556,*****,46556,(X),954,*****,2,*****,45602,*****,98,*****,30680,29,65.9,0.1,14027,269,30.1,0.6,84,63,0.2,0.1,96,60,0.2,0.1,7,12,0,0.1,27,31,0.1,0.1,681,283,1.5,0.6
310M200US14260,14260,"Boise City, ID Metro Area",651402,*****,651402,(X),85011,*****,13.1,*****,566391,*****,86.9,*****,528443,419,81.1,0.1,5411,596,0.8,0.1,3776,584,0.6,0.1,12400,630,1.9,0.1,927,236,0.1,0.1,787,420,0.1,0.1,14647,994,2.2,0.2
310M200US14340,14340,"Boone, IA Micro Area",26401,*****,26401,(X),612,*****,2.3,*****,25789,*****,97.7,*****,25081,17,95,0.1,235,132,0.9,0.5,54,44,0.2,0.2,80,76,0.3,0.3,10,16,0,0.1,0,17,0,0.1,329,124,1.2,0.5
310M200US14380,14380,"Boone, NC Micro Area",52240,*****,52240,(X),1810,*****,3.5,*****,50430,*****,96.5,*****,48089,114,92.1,0.2,570,124,1.1,0.2,156,54,0.3,0.1,468,81,0.9,0.2,16,18,0,0.1,66,79,0.1,0.2,1065,142,2,0.3
310M200US14420,14420,"Borger, TX Micro Area",21858,*****,21858,(X),4801,*****,22,*****,17057,*****,78,*****,15704,22,71.8,0.1,565,107,2.6,0.5,229,90,1,0.4,121,20,0.6,0.1,16,26,0.1,0.1,13,19,0.1,0.1,409,133,1.9,0.6
310M200US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4694565,*****,4694565,(X),468702,*****,10,*****,4225863,*****,90,*****,3427442,1849,73,0.1,333561,2660,7.1,0.1,4630,483,0.1,0.1,335888,1826,7.2,0.1,652,247,0,0.1,30118,2260,0.6,0.1,93572,2937,2,0.1
310M200US14500,14500,"Boulder, CO Metro Area",310032,*****,310032,(X),42487,*****,13.7,*****,267545,*****,86.3,*****,243252,125,78.5,0.1,2558,269,0.8,0.1,654,169,0.2,0.1,13304,437,4.3,0.1,142,76,0,0.1,325,115,0.1,0.1,7310,494,2.4,0.2
310M200US14540,14540,"Bowling Green, KY Metro Area",164245,*****,164245,(X),6852,132,4.2,0.1,157393,132,95.8,0.1,139159,82,84.7,0.1,11669,427,7.1,0.3,383,130,0.2,0.1,3729,199,2.3,0.1,180,196,0.1,0.1,109,83,0.1,0.1,2164,439,1.3,0.3
310M200US14580,14580,"Bozeman, MT Micro Area",95323,*****,95323,(X),2909,*****,3.1,*****,92414,*****,96.9,*****,88303,27,92.6,0.1,380,68,0.4,0.1,842,145,0.9,0.2,1178,186,1.2,0.2,23,24,0,0.1,19,27,0,0.1,1669,219,1.8,0.2
310M200US14620,14620,"Bradford, PA Micro Area",42884,*****,42884,(X),861,*****,2,*****,42023,*****,98,*****,40239,36,93.8,0.1,968,188,2.3,0.4,99,59,0.2,0.1,209,44,0.5,0.1,0,21,0,0.1,0,21,0,0.1,508,194,1.2,0.5
310M200US14660,14660,"Brainerd, MN Micro Area",91567,*****,91567,(X),1285,*****,1.4,*****,90282,*****,98.6,*****,84204,13,92,0.1,491,81,0.5,0.1,3703,140,4,0.2,459,52,0.5,0.1,7,10,0,0.1,24,21,0,0.1,1394,173,1.5,0.2
310M200US14700,14700,"Branson, MO Micro Area",84930,*****,84930,(X),3423,*****,4,*****,81507,*****,96,*****,78100,61,92,0.1,474,142,0.6,0.2,448,141,0.5,0.2,515,101,0.6,0.1,25,26,0,0.1,61,72,0.1,0.1,1884,191,2.2,0.2
310M200US14720,14720,"Breckenridge, CO Micro Area",28940,*****,28940,(X),4266,*****,14.7,*****,24674,*****,85.3,*****,23454,290,81,1,334,113,1.2,0.4,53,43,0.2,0.1,268,142,0.9,0.5,110,146,0.4,0.5,300,284,1,1,155,112,0.5,0.4
310M200US14740,14740,"Bremerton-Silverdale, WA Metro Area",255441,*****,255441,(X),18108,*****,7.1,*****,237333,*****,92.9,*****,198599,422,77.7,0.2,6516,411,2.6,0.2,2644,317,1,0.1,12005,647,4.7,0.3,1836,247,0.7,0.1,551,411,0.2,0.2,15182,912,5.9,0.4
310M200US14780,14780,"Brenham, TX Micro Area",34236,*****,34236,(X),5069,*****,14.8,*****,29167,*****,85.2,*****,22281,9,65.1,0.1,5846,241,17.1,0.7,150,140,0.4,0.4,592,27,1.7,0.1,38,57,0.1,0.2,0,27,0,0.1,260,172,0.8,0.5
310M200US14820,14820,"Brevard, NC Micro Area",32928,*****,32928,(X),1020,*****,3.1,*****,31908,*****,96.9,*****,29357,362,89.2,1.1,1246,162,3.8,0.5,160,73,0.5,0.2,170,54,0.5,0.2,0,25,0,0.1,417,353,1.3,1.1,558,209,1.7,0.6
310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",939983,*****,939983,(X),171720,*****,18.3,*****,768263,*****,81.7,*****,602311,662,64.1,0.1,97643,835,10.4,0.1,1325,221,0.1,0.1,47031,674,5,0.1,296,86,0,0.1,4675,823,0.5,0.1,14982,1030,1.6,0.1
310M200US15020,15020,"Brookhaven, MS Micro Area",34765,*****,34765,(X),382,*****,1.1,*****,34383,*****,98.9,*****,23356,26,67.2,0.1,10706,286,30.8,0.8,4,7,0,0.1,200,279,0.6,0.8,0,26,0,0.1,0,26,0,0.1,117,100,0.3,0.3
310M200US15060,15060,"Brookings, OR Micro Area",22338,*****,22338,(X),1404,*****,6.3,*****,20934,*****,93.7,*****,19545,38,87.5,0.2,73,98,0.3,0.4,426,151,1.9,0.7,123,105,0.6,0.5,5,11,0,0.1,22,36,0.1,0.2,740,198,3.3,0.9
310M200US15100,15100,"Brookings, SD Micro Area",33046,*****,33046,(X),775,*****,2.3,*****,32271,*****,97.7,*****,30143,20,91.2,0.1,414,57,1.3,0.2,206,76,0.6,0.2,948,72,2.9,0.2,13,19,0,0.1,9,10,0,0.1,538,123,1.6,0.4
310M200US15180,15180,"Brownsville-Harlingen, TX Metro Area",417947,*****,417947,(X),370071,*****,88.5,*****,47876,*****,11.5,*****,42131,122,10.1,0.1,1698,134,0.4,0.1,277,108,0.1,0.1,2644,200,0.6,0.1,7,11,0,0.1,184,130,0,0.1,935,303,0.2,0.1
310M200US15220,15220,"Brownwood, TX Micro Area",37833,*****,37833,(X),7831,*****,20.7,*****,30002,*****,79.3,*****,27799,29,73.5,0.1,1575,117,4.2,0.3,90,53,0.2,0.1,169,56,0.4,0.1,8,13,0,0.1,4,6,0,0.1,357,117,0.9,0.3
310M200US15260,15260,"Brunswick, GA Metro Area",114202,*****,114202,(X),6024,194,5.3,0.2,108178,194,94.7,0.2,78072,47,68.4,0.1,26365,426,23.1,0.4,300,96,0.3,0.1,1204,241,1.1,0.2,145,137,0.1,0.1,61,66,0.1,0.1,2031,429,1.8,0.4
310M200US15340,15340,"Bucyrus, OH Micro Area",42725,*****,42725,(X),594,*****,1.4,*****,42131,*****,98.6,*****,41026,10,96,0.1,292,123,0.7,0.3,6,8,0,0.1,159,57,0.4,0.1,0,23,0,0.1,7,10,0,0.1,641,151,1.5,0.4
310M200US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1135734,*****,1135734,(X),51179,*****,4.5,*****,1084555,*****,95.5,*****,891107,359,78.5,0.1,135245,1043,11.9,0.1,5927,456,0.5,0.1,31246,580,2.8,0.1,296,72,0,0.1,1578,361,0.1,0.1,19156,1331,1.7,0.1
310M200US15420,15420,"Burley, ID Micro Area",43648,*****,43648,(X),12904,*****,29.6,*****,30744,*****,70.4,*****,29659,30,68,0.1,55,40,0.1,0.1,281,105,0.6,0.2,155,59,0.4,0.1,19,24,0,0.1,17,30,0,0.1,558,111,1.3,0.3
310M200US15460,15460,"Burlington, IA-IL Micro Area",47250,*****,47250,(X),1257,*****,2.7,*****,45993,*****,97.3,*****,42353,12,89.6,0.1,2192,187,4.6,0.4,79,70,0.2,0.1,296,76,0.6,0.2,0,24,0,0.1,11,12,0,0.1,1062,216,2.2,0.5
310M200US15500,15500,"Burlington, NC Metro Area",155258,*****,155258,(X),18432,*****,11.9,*****,136826,*****,88.1,*****,102350,131,65.9,0.1,28265,496,18.2,0.3,364,109,0.2,0.1,2291,188,1.5,0.1,79,18,0.1,0.1,178,133,0.1,0.1,3299,501,2.1,0.3
310M200US15540,15540,"Burlington-South Burlington, VT Metro Area",215081,*****,215081,(X),4107,*****,1.9,*****,210974,*****,98.1,*****,195974,107,91.1,0.1,3934,266,1.8,0.1,583,133,0.3,0.1,5344,273,2.5,0.1,42,40,0,0.1,330,151,0.2,0.1,4767,422,2.2,0.2
310M200US15580,15580,"Butte-Silver Bow, MT Micro Area",34549,*****,34549,(X),1387,*****,4,*****,33162,*****,96,*****,31571,21,91.4,0.1,163,36,0.5,0.1,514,157,1.5,0.5,238,64,0.7,0.2,0,21,0,0.1,0,21,0,0.1,676,167,2,0.5
310M200US15620,15620,"Cadillac, MI Micro Area",47739,*****,47739,(X),953,*****,2,*****,46786,*****,98,*****,45323,9,94.9,0.1,242,42,0.5,0.1,291,56,0.6,0.1,272,45,0.6,0.1,4,6,0,0.1,4,4,0,0.1,650,93,1.4,0.2
310M200US15660,15660,"Calhoun, GA Micro Area",55889,*****,55889,(X),8287,*****,14.8,*****,47602,*****,85.2,*****,43845,171,78.5,0.3,2332,199,4.2,0.4,143,120,0.3,0.2,605,59,1.1,0.1,18,26,0,0.1,137,161,0.2,0.3,522,249,0.9,0.4
310M200US15680,15680,"California-Lexington Park, MD Metro Area",109614,*****,109614,(X),4939,*****,4.5,*****,104675,*****,95.5,*****,82878,28,75.6,0.1,15428,436,14.1,0.4,159,93,0.1,0.1,2939,248,2.7,0.2,29,23,0,0.1,65,54,0.1,0.1,3177,519,2.9,0.5
310M200US15700,15700,"Cambridge, MD Micro Area",32534,*****,32534,(X),1413,*****,4.3,*****,31121,*****,95.7,*****,21082,49,64.8,0.2,9027,146,27.7,0.4,14,19,0,0.1,316,60,1,0.2,0,25,0,0.1,23,34,0.1,0.1,659,171,2,0.5
310M200US15740,15740,"Cambridge, OH Micro Area",39626,*****,39626,(X),393,*****,1,*****,39233,*****,99,*****,37675,12,95.1,0.1,614,143,1.5,0.4,25,31,0.1,0.1,125,41,0.3,0.1,1,2,0,0.1,8,12,0,0.1,785,159,2,0.4
310M200US15780,15780,"Camden, AR Micro Area",30289,*****,30289,(X),673,*****,2.2,*****,29616,*****,97.8,*****,17778,24,58.7,0.1,11206,181,37,0.6,55,31,0.2,0.1,50,48,0.2,0.2,0,24,0,0.1,0,24,0,0.1,527,181,1.7,0.6
310M200US15820,15820,"Campbellsville, KY Micro Area",24993,*****,24993,(X),514,*****,2.1,*****,24479,*****,97.9,*****,22597,21,90.4,0.1,1002,192,4,0.8,20,32,0.1,0.1,230,162,0.9,0.6,0,21,0,0.1,0,21,0,0.1,630,172,2.5,0.7
310M200US15860,15860,"Ca–on City, CO Micro Area",46809,*****,46809,(X),6080,*****,13,*****,40729,*****,87,*****,36525,526,78,1.1,2388,362,5.1,0.8,609,169,1.3,0.4,317,78,0.7,0.2,27,46,0.1,0.1,115,165,0.2,0.4,748,164,1.6,0.4
310M200US15900,15900,"Canton, IL Micro Area",36323,*****,36323,(X),979,*****,2.7,*****,35344,*****,97.3,*****,33483,43,92.2,0.1,1284,102,3.5,0.3,27,24,0.1,0.1,95,36,0.3,0.1,34,37,0.1,0.1,28,43,0.1,0.1,393,107,1.1,0.3
310M200US15940,15940,"Canton-Massillon, OH Metro Area",403340,*****,403340,(X),7123,*****,1.8,*****,396217,*****,98.2,*****,354511,144,87.9,0.1,26824,820,6.7,0.2,395,139,0.1,0.1,2956,231,0.7,0.1,102,96,0,0.1,484,208,0.1,0.1,10945,864,2.7,0.2
310M200US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",663675,*****,663675,(X),127815,*****,19.3,*****,535860,*****,80.7,*****,461425,325,69.5,0.1,54687,764,8.2,0.1,1295,278,0.2,0.1,10256,494,1.5,0.1,35,35,0,0.1,912,328,0.1,0.1,7250,949,1.1,0.1
310M200US16020,16020,"Cape Girardeau, MO-IL Metro Area",97326,*****,97326,(X),1956,*****,2,*****,95370,*****,98,*****,83918,14,86.2,0.1,8470,225,8.7,0.2,271,88,0.3,0.1,1119,146,1.1,0.2,8,13,0,0.1,43,56,0,0.1,1541,272,1.6,0.3
310M200US16060,16060,"Carbondale-Marion, IL Metro Area",126655,*****,126655,(X),4034,*****,3.2,*****,122621,*****,96.8,*****,105423,165,83.2,0.1,11196,384,8.8,0.3,336,123,0.3,0.1,2619,206,2.1,0.2,14,22,0,0.1,119,81,0.1,0.1,2914,438,2.3,0.3
310M200US16100,16100,"Carlsbad-Artesia, NM Micro Area",55641,*****,55641,(X),25558,*****,45.9,*****,30083,*****,54.1,*****,27885,34,50.1,0.1,737,83,1.3,0.1,687,84,1.2,0.2,288,129,0.5,0.2,30,50,0.1,0.1,34,34,0.1,0.1,422,180,0.8,0.3
310M200US16180,16180,"Carson City, NV Metro Area",54482,*****,54482,(X),12342,*****,22.7,*****,42140,*****,77.3,*****,37485,119,68.8,0.2,505,152,0.9,0.3,1037,113,1.9,0.2,1498,263,2.7,0.5,323,209,0.6,0.4,172,119,0.3,0.2,1120,248,2.1,0.5
310M200US16220,16220,"Casper, WY Metro Area",80011,*****,80011,(X),6372,*****,8,*****,73639,*****,92,*****,69745,51,87.2,0.1,883,283,1.1,0.4,489,147,0.6,0.2,705,92,0.9,0.1,4,8,0,0.1,27,34,0,0.1,1786,333,2.2,0.4
310M200US16260,16260,"Cedar City, UT Micro Area",47139,*****,47139,(X),3812,*****,8.1,*****,43327,*****,91.9,*****,40825,48,86.6,0.1,286,76,0.6,0.2,1075,83,2.3,0.2,271,100,0.6,0.2,246,45,0.5,0.1,58,60,0.1,0.1,566,156,1.2,0.3
310M200US16300,16300,"Cedar Rapids, IA Metro Area",263003,*****,263003,(X),6923,*****,2.6,*****,256080,*****,97.4,*****,235609,94,89.6,0.1,9476,517,3.6,0.2,643,187,0.2,0.1,4397,359,1.7,0.1,24,26,0,0.1,160,99,0.1,0.1,5771,736,2.2,0.3
310M200US16340,16340,"Cedartown, GA Micro Area",41215,*****,41215,(X),5251,*****,12.7,*****,35964,*****,87.3,*****,29648,183,71.9,0.4,5473,80,13.3,0.2,9,15,0,0.1,347,27,0.8,0.1,9,13,0,0.1,184,183,0.4,0.4,294,83,0.7,0.2
310M200US16380,16380,"Celina, OH Micro Area",40863,*****,40863,(X),682,*****,1.7,*****,40181,*****,98.3,*****,39304,59,96.2,0.1,178,60,0.4,0.1,21,18,0.1,0.1,106,84,0.3,0.2,220,94,0.5,0.2,38,59,0.1,0.1,314,81,0.8,0.2
310M200US16460,16460,"Centralia, IL Micro Area",38665,*****,38665,(X),662,*****,1.7,*****,38003,*****,98.3,*****,35530,22,91.9,0.1,1421,128,3.7,0.3,62,28,0.2,0.1,283,25,0.7,0.1,0,23,0,0.1,17,20,0,0.1,690,136,1.8,0.4
310M200US16500,16500,"Centralia, WA Micro Area",75515,*****,75515,(X),7152,*****,9.5,*****,68363,*****,90.5,*****,63944,59,84.7,0.1,553,132,0.7,0.2,426,109,0.6,0.1,866,112,1.1,0.1,9,10,0,0.1,58,48,0.1,0.1,2507,207,3.3,0.3
310M200US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",152285,*****,152285,(X),7400,*****,4.9,*****,144885,*****,95.1,*****,135822,110,89.2,0.1,5470,291,3.6,0.2,366,110,0.2,0.1,1550,190,1,0.1,31,47,0,0.1,86,91,0.1,0.1,1560,378,1,0.2
310M200US16580,16580,"Champaign-Urbana, IL Metro Area",236096,*****,236096,(X),11948,*****,5.1,*****,224148,*****,94.9,*****,171598,210,72.7,0.1,25739,486,10.9,0.2,342,85,0.1,0.1,20581,360,8.7,0.2,96,115,0,0.1,343,227,0.1,0.1,5449,591,2.3,0.3
310M200US16620,16620,"Charleston, WV Metro Area",223922,*****,223922,(X),2134,22,1,0.1,221788,22,99,0.1,200446,131,89.5,0.1,8615,656,3.8,0.3,280,112,0.1,0.1,2087,230,0.9,0.1,20,35,0,0.1,201,149,0.1,0.1,10139,635,4.5,0.3
310M200US16660,16660,"Charleston-Mattoon, IL Micro Area",63980,*****,63980,(X),1323,64,2.1,0.1,62657,64,97.9,0.1,59049,37,92.3,0.1,1830,176,2.9,0.3,101,53,0.2,0.1,623,84,1,0.1,25,29,0,0.1,30,33,0,0.1,999,195,1.6,0.3
310M200US16700,16700,"Charleston-North Charleston, SC Metro Area",712232,*****,712232,(X),37756,*****,5.3,*****,674476,*****,94.7,*****,454399,147,63.8,0.1,189918,1041,26.7,0.1,2270,343,0.3,0.1,12272,521,1.7,0.1,429,138,0.1,0.1,598,243,0.1,0.1,14590,1359,2,0.2
310M200US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2338792,*****,2338792,(X),223248,*****,9.5,*****,2115544,*****,90.5,*****,1475138,711,63.1,0.1,510878,1765,21.8,0.1,6905,579,0.3,0.1,72955,964,3.1,0.1,887,138,0,0.1,4606,844,0.2,0.1,44175,2027,1.9,0.1
310M200US16820,16820,"Charlottesville, VA Metro Area",225070,*****,225070,(X),10723,*****,4.8,*****,214347,*****,95.2,*****,168843,272,75,0.1,31035,526,13.8,0.2,321,116,0.1,0.1,8109,284,3.6,0.1,131,103,0.1,0.1,411,292,0.2,0.1,5497,609,2.4,0.3
310M200US16860,16860,"Chattanooga, TN-GA Metro Area",541124,*****,541124,(X),21445,*****,4,*****,519679,*****,96,*****,425905,396,78.7,0.1,73928,611,13.7,0.1,1089,246,0.2,0.1,8195,338,1.5,0.1,184,123,0,0.1,362,139,0.1,0.1,10016,760,1.9,0.1
310M200US16940,16940,"Cheyenne, WY Metro Area",95431,*****,95431,(X),13372,*****,14,*****,82059,*****,86,*****,75571,47,79.2,0.1,2691,240,2.8,0.3,798,175,0.8,0.2,1034,181,1.1,0.2,71,71,0.1,0.1,47,47,0,0.1,1847,328,1.9,0.3
310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9534008,*****,9534008,(X),2044324,*****,21.4,*****,7489684,*****,78.6,*****,5145727,1115,54,0.1,1588174,2898,16.7,0.1,9833,705,0.1,0.1,578859,2447,6.1,0.1,1959,301,0,0.1,13609,1437,0.1,0.1,151523,3917,1.6,0.1
310M200US17020,17020,"Chico, CA Metro Area",222564,*****,222564,(X),33800,*****,15.2,*****,188764,*****,84.8,*****,164214,150,73.8,0.1,3017,331,1.4,0.1,1525,264,0.7,0.1,9477,461,4.3,0.2,361,127,0.2,0.1,148,88,0.1,0.1,10022,637,4.5,0.3
310M200US17060,17060,"Chillicothe, OH Micro Area",77334,*****,77334,(X),876,*****,1.1,*****,76458,*****,98.9,*****,69503,84,89.9,0.1,4004,249,5.2,0.3,37,23,0,0.1,411,48,0.5,0.1,9,14,0,0.1,126,107,0.2,0.1,2368,262,3.1,0.3
310M200US17140,17140,"Cincinnati, OH-KY-IN Metro Area",2139466,*****,2139466,(X),60867,63,2.8,0.1,2078599,63,97.2,0.1,1726062,667,80.7,0.1,259148,1697,12.1,0.1,2676,443,0.1,0.1,45897,940,2.1,0.1,640,184,0,0.1,3528,732,0.2,0.1,40648,2039,1.9,0.1
310M200US17200,17200,"Claremont-Lebanon, NH-VT Micro Area",217555,*****,217555,(X),3634,*****,1.7,*****,213921,*****,98.3,*****,204116,89,93.8,0.1,1339,194,0.6,0.1,885,235,0.4,0.1,3850,174,1.8,0.1,145,80,0.1,0.1,202,105,0.1,0.1,3384,346,1.6,0.2
